chr	st	en	ID	blank	dir	Mll34_ChIP-seq_WT_rep1	Mll34_ChIP-seq_WT_rep2	Mll34_ChIP-seq_dKO_rep1	Mll334_ChIP-seq_dKO_rep2	
chr14	55035145	55036945	6.88396493721315	0	+	3.98712	4.11295	5.08663	5.14459	
chr14	55134825	55136625	12.5347484040948	0	+	2.31654	2.85709	3.31924	2.95713	
chr14	55189075	55190875	3.55708859999359	0	+	1.24737	1.66402	1.46564	1.39755	
chr14	55190545	55192345	11.393895395979	0	+	7.3951	7.97474	3.83653	3.72679	
chr14	55192795	55194595	11.8034065783053	0	+	15.8816	20.2194	7.2851	7.27129	
chr14	55303845	55305645	10.4131708328164	0	+	3.34116	3.48502	2.67264	3.07865	
chr14	55305315	55307115	7.24126227659773	0	+	2.58383	3.17106	2.56487	2.95713	
chr14	55512605	55514405	6.58942711872221	0	+	3.00704	4.08156	3.81498	4.61798	
chr14	55513045	55514845	5.50623271392058	0	+	1.96015	3.07687	2.78041	3.60526	
chr14	55633810	55635610	15.6297639216507	0	+	2.07152	2.48033	2.37089	2.73433	
chr14	55666795	55668595	14.4858964288394	0	+	21.6284	13.5319	1.03457	1.01271	
chr14	55689625	55691425	4.61365712019578	0	+	3.60845	4.05016	4.2676	2.55204	
chr14	55690255	55692055	5.59197981688437	0	+	3.69755	3.95597	4.33226	2.43052	
chr14	55976240	55978040	14.8476115772959	0	+	30.6273	20.1566	6.29363	3.62552	
chr14	56158845	56160645	8.16285065518207	0	+	4.36578	3.6734	4.13828	2.55204	
chr14	56178450	56180250	14.3580301103758	0	+	6.14774	6.40491	4.78488	3.09891	
chr14	56208615	56210415	9.15402146668855	0	+	2.7843	2.7629	3.38391	2.24823	
chr14	56210050	56211850	9.2547797498934	0	+	3.51936	3.7048	3.42701	3.86857	
chr14	56210320	56212120	2.86168232167884	0	+	2.89567	3.17106	2.84507	3.70654	
chr14	56221410	56223210	8.41881128008498	0	+	10.1349	9.16781	3.92274	3.13942	
chr14	56222815	56224615	12.0319005604961	0	+	13.5651	11.3028	4.35381	2.87611	
chr14	56223405	56225205	8.42799803931352	0	+	6.6155	4.70949	2.09069	1.76212	
chr14	56223930	56225730	3.99942109346234	0	+	3.09614	2.41754	1.27166	1.49882	
chr14	56224175	56225975	3.99942109346234	0	+	2.65065	1.78961	1.12078	1.195	
chr14	56289415	56291215	11.469133286703	0	+	2.9625	4.11295	4.05206	4.39518	
chr14	56290480	56292280	11.1313905398104	0	+	3.16297	3.42223	4.15983	3.64577	
chr14	56290805	56292605	8.05840623480056	0	+	2.91795	2.88849	3.53478	3.38247	
chr14	56299090	56300890	5.72834005915485	0	+	3.31889	3.35944	3.31924	4.19264	
chr14	56299280	56301080	7.55867244982584	0	+	3.45253	3.39083	3.44857	4.2534	
chr14	56326750	56328550	6.93958637278082	0	+	8.70929	10.6434	1.96137	2.26848	
chr14	56327140	56328940	6.93958637278082	0	+	10.0012	12.9354	2.34934	2.73433	
chr14	56327675	56329475	12.0626565923584	0	+	9.88984	12.9668	2.414	2.8356	
chr14	56328095	56329895	6.92983478567928	0	+	10.2908	13.1552	2.50021	2.63306	
chr14	56453220	56455020	11.8937307043578	0	+	15.2802	12.1819	5.56081	3.58501	
chr14	56480295	56482095	5.05918812489782	0	+	2.27199	2.41754	1.63807	2.55204	
chr14	56481600	56483400	10.9794725254375	0	+	3.25206	3.04547	2.54332	2.99764	
chr14	56486200	56488000	11.598428733421	0	+	17.1513	12.4958	2.26312	2.24823	
chr14	56486895	56488695	11.4432173564368	0	+	17.53	12.6528	2.19846	1.98492	
chr14	57286990	57288790	10.8522990168249	0	+	3.31889	3.45363	4.65556	3.44323	
chr14	57466455	57468255	11.1148529340807	0	+	5.59088	3.13966	0.862141	0.931698	
chr14	58148160	58149960	12.6767250947843	0	+	23.8559	19.3089	6.50917	4.31417	
chr14	58155535	58157335	13.6454362205714	0	+	12.8969	16.4518	10.2379	7.91943	
chr14	58350650	58352450	18.3046950032404	0	+	17.7082	12.1505	11.7467	6.54214	
chr14	58416325	58418125	4.28410858845384	0	+	2.76203	3.01407	3.03905	3.60526	
chr14	58416805	58418605	5.59685828992903	0	+	2.73975	2.82569	2.50021	3.60526	
chr14	58468785	58470585	19.9816956629096	0	+	3.29661	2.7315	1.46564	0.648137	
chr14	59276680	59278480	14.2863966809646	0	+	0.846427	0.470949	0.862141	0.951952	
chr14	59820060	59821860	8.94901721741599	0	+	5.18994	4.5839	4.48314	4.23315	
chr14	59983235	59985035	2.4509042770848	0	+	1.67058	1.72681	1.207	1.37729	
chr14	60355020	60356820	11.1804526792719	0	+	12.0059	11.7737	11.5311	7.14977	
chr14	60547590	60549390	11.0297188716937	0	+	14.5229	10.9574	4.80644	2.41026	
chr14	60836230	60838030	11.9318895614721	0	+	15.748	8.66546	6.98335	2.00518	
chr14	61253850	61255650	8.7836414976051	0	+	7.3951	8.79105	3.21148	3.48374	
chr14	61355370	61357170	12.522227013361	0	+	8.48655	9.13641	8.98782	5.36739	
chr14	61576115	61577915	13.9420913163292	0	+	15.4139	4.86647	1.8536	0.891189	
chr14	61600135	61601935	14.648208534768	0	+	11.3822	8.47708	2.62953	1.195	
chr14	61622665	61624465	10.3027718511198	0	+	19.4678	13.7203	6.85402	4.73951	
chr14	61623695	61625495	15.0002455883731	0	+	19.7797	13.6575	7.17733	4.55722	
chr14	61790745	61792545	17.6772346350563	0	+	5.94727	6.37351	5.56081	4.4762	
chr14	61791520	61793320	5.40432724295132	0	+	6.12546	5.5886	5.1513	4.2534	
chr14	62219530	62221330	3.93706443353309	0	+	2.62838	2.29195	2.02603	2.5723	
chr14	62222100	62223900	5.07462744917108	0	+	9.80074	6.56189	4.69867	3.17992	
chr14	62274905	62276705	11.7609133501981	0	+	12.2286	6.59329	1.72428	1.37729	
chr14	62299170	62300970	11.091695506904	0	+	9.04341	5.65139	5.64703	4.51671	
chr14	63377690	63379490	7.29108866393667	0	+	4.47716	5.14904	3.79342	3.9901	
chr14	63378305	63380105	5.29818245591298	0	+	5.34586	6.87586	5.1513	5.30663	
chr14	63380140	63381940	13.2376807005758	0	+	5.5686	3.76759	5.17285	3.17992	
chr14	63391965	63393765	11.7789332689451	0	+	20.537	8.82245	2.17691	1.07348	
chr14	64079070	64080870	11.5144912743375	0	+	10.5358	8.10032	6.44451	4.41544	
chr14	64115240	64117040	5.52536776274529	0	+	3.38571	3.35944	2.71575	1.98492	
chr14	64116810	64118610	21.5798407951462	0	+	3.31889	3.04547	2.43555	1.78238	
chr14	64122445	64124245	24.9752751329541	0	+	3.38571	3.79899	2.58642	2.69382	
chr14	65025980	65027780	12.5157792435841	0	+	32.7656	29.5442	17.9972	8.22324	
chr14	65057765	65059565	12.6303004242225	0	+	9.71164	7.4096	4.5909	4.27366	
chr14	65059100	65060900	8.08389454376825	0	+	9.2216	7.03284	5.73324	4.63823	
chr14	65206450	65208250	8.06371173517058	0	+	4.03167	4.67809	3.70721	2.95713	
chr14	65207335	65209135	14.3761501776672	0	+	18.1091	21.8206	14.1176	9.33723	
chr14	65208045	65209845	15.0508544270752	0	+	19.1114	23.4219	14.5271	10.0866	
chr14	65214245	65216045	16.7244456364434	0	+	12.2509	13.8773	4.28915	3.58501	
chr14	65250605	65252405	16.1853007553664	0	+	26.5734	20.7846	14.1391	5.56993	
chr14	65257790	65259590	14.008146044914	0	+	27.3084	26.3417	8.66452	5.42815	
chr14	65567085	65568885	10.9752897552796	0	+	3.45253	5.27463	4.48314	3.80781	
chr14	65568760	65570560	15.3275355161915	0	+	2.07152	2.70011	2.80196	2.22797	
chr14	65961850	65963650	13.255974549253	0	+	6.4373	6.65608	6.6816	4.05086	
chr14	66451235	66453035	11.1957723654094	0	+	3.8312	2.66871	2.93128	2.65331	
chr14	66740575	66742375	16.2480468491576	0	+	22.7644	20.3764	7.09111	4.43569	
chr14	66914440	66916240	11.6340630338753	0	+	3.78665	2.7315	3.14682	3.70654	
chr14	66916045	66917845	9.98873455916921	0	+	2.49473	3.51642	3.12526	4.05086	
chr14	67380765	67382565	13.8556351734492	0	+	12.3623	7.00144	1.74584	1.4178	
chr14	67626020	67627820	9.46893994050341	0	+	5.18994	3.26525	4.03051	2.75458	
chr14	67643445	67645245	10.8748820721316	0	+	13.0973	8.75965	5.51771	3.09891	
chr14	68332270	68334070	4.94407870231165	0	+	2.71748	2.63731	3.59944	2.95713	
chr14	68332830	68334630	21.1657112864436	0	+	5.6577	6.65608	6.4014	4.73951	
chr14	68333895	68335695	14.3125518459982	0	+	6.21456	7.22122	5.10819	4.19264	
chr14	68377965	68379765	19.0824710601402	0	+	28.8899	20.0624	6.35829	3.74704	
chr14	68505965	68507765	19.6962809735751	0	+	32.877	18.3984	5.94878	2.97738	
chr14	68683860	68685660	12.4004978373071	0	+	13.6319	8.10032	3.83653	1.47856	
chr14	70229195	70230995	5.39129039575283	0	+	5.81362	6.09094	2.00448	1.33678	
chr14	70389135	70390935	13.5322137398762	0	+	12.8523	11.1458	4.24605	2.53179	
chr14	70569160	70570960	11.6185766444883	0	+	3.87575	3.54782	2.54332	2.18746	
chr14	70570565	70572365	3.60781088887688	0	+	2.58383	2.7629	1.63807	1.74187	
chr14	70570735	70572535	3.47750177605836	0	+	1.0469	1.47564	0.517285	1.17475	
chr14	70749865	70751665	5.37135588486952	0	+	3.16297	3.39083	1.83205	3.09891	
chr14	71023555	71025355	17.9315611147561	0	+	12.9192	14.5366	7.26354	5.10408	
chr14	71026895	71028695	5.52138990509651	0	+	5.18994	5.83977	5.17285	4.59773	
chr14	71033640	71035440	18.2279991340536	0	+	39.6707	53.1231	16.1436	12.6792	
chr14	73246450	73248250	12.7219288070058	0	+	29.4022	16.3262	3.3408	2.26848	
chr14	73587825	73589625	19.6509650861517	0	+	0	0	0	0	
chr14	73633780	73635580	11.3842885050115	0	+	8.33063	6.62468	5.25906	3.74704	
chr14	73636350	73638150	13.0811693113168	0	+	6.94961	3.42223	4.00896	2.41026	
chr14	73783650	73785450	5.89948298559271	0	+	8.37518	7.75496	8.77229	5.61044	
chr14	73924295	73926095	7.61980631992225	0	+	1.47011	1.47564	2.84507	3.34196	
chr14	73974345	73976145	11.1770279925505	0	+	9.11023	8.00613	1.83205	1.39755	
chr14	74464875	74466675	14.3590278446863	0	+	0.334116	0.470949	0.754374	0.506357	
chr14	75131620	75133420	12.7765507812269	0	+	2.9625	2.57452	2.58642	2.39001	
chr14	75333055	75334855	13.1884934558667	0	+	9.08796	5.30603	3.70721	1.96467	
chr14	75345780	75347580	8.5874397024688	0	+	3.653	3.07687	4.07362	4.23315	
chr14	75766575	75768375	15.4889968839013	0	+	21.5616	8.85384	4.80644	2.6128	
chr14	75775485	75777285	11.4934804364312	0	+	12.2286	9.13641	3.83653	1.11399	
chr14	76243200	76245000	7.90901045933474	0	+	5.27903	4.83508	5.25906	3.92933	
chr14	76243620	76245420	9.10471017411819	0	+	6.21456	5.74558	6.7247	5.26612	
chr14	76244440	76246240	8.39056443333001	0	+	6.45958	6.71887	7.2851	6.52188	
chr14	76262585	76264385	14.8359323745563	0	+	21.0493	21.1613	14.1391	12.9627	
chr14	76482195	76483995	15.6880453829709	0	+	2.9625	2.07218	1.42253	2.16721	
chr14	76643525	76645325	11.7390406649302	0	+	4.56625	4.42692	2.19846	2.14696	
chr14	76665825	76667625	17.7635142289276	0	+	11.5159	10.3295	9.462	5.52942	
chr14	76787260	76789060	19.8304562700923	0	+	17.4854	13.5319	4.84955	1.78238	
chr14	76860470	76862270	12.2558100085054	0	+	11.7163	7.06424	3.44857	2.14696	
chr14	76894385	76896185	21.2200487607382	0	+	15.1243	11.4284	6.87558	3.82806	
chr14	76903305	76905105	13.1450568406439	0	+	4.81127	4.30133	5.25906	4.57747	
chr14	76903945	76905745	9.19401378548011	0	+	6.63777	7.53518	6.29363	5.38764	
chr14	76904760	76906560	15.7267926152714	0	+	5.88044	6.62468	4.80644	3.56476	
chr14	76907235	76909035	7.43917865476502	0	+	2.65065	1.56983	3.03905	2.28874	
chr14	76912420	76914220	9.97426892565061	0	+	11.3377	8.72826	4.00896	3.01789	
chr14	76914410	76916210	25.2945250188884	0	+	29.9368	25.9022	12.9752	6.56239	
chr14	76917005	76918805	12.9683918470072	0	+	4.18759	5.11765	1.72428	2.79509	
chr14	77024335	77026135	14.6290433179583	0	+	11.1372	7.56658	3.0175	1.84314	
chr14	77029875	77031675	13.5053612321698	0	+	8.28608	5.08625	4.41847	1.62034	
chr14	77060205	77062005	11.8212855906719	0	+	9.3107	4.45832	2.58642	2.32924	
chr14	77389705	77391505	12.4857807376026	0	+	16.4831	10.5493	4.03051	2.20772	
chr14	77649570	77651370	15.2726556634456	0	+	15.993	11.1772	15.1952	5.71171	
chr14	77918680	77920480	19.6069997103791	0	+	39.1139	22.7939	10.1086	4.23315	
chr14	79123215	79125015	11.6009880277366	0	+	11.9168	9.2306	6.6816	4.31417	
chr14	79169290	79171090	13.469465611925	0	+	13.0305	4.80368	2.95283	1.92416	
chr14	79416335	79418135	13.9577792422105	0	+	7.77377	6.71887	4.00896	1.96467	
chr14	79676400	79678200	12.0410223892944	0	+	29.4245	13.5947	5.30217	1.96467	
chr14	79879600	79881400	6.35448580775437	0	+	5.36813	5.30603	6.20742	5.48891	
chr14	79881015	79882815	13.2500641805401	0	+	6.37048	7.15843	8.66452	6.56239	
chr14	81878365	81880165	11.0920447355449	0	+	4.63308	2.16637	0.926802	0.668392	
chr14	83407420	83409220	12.2314253652148	0	+	7.37283	3.48502	4.35381	2.5723	
chr14	83523695	83525495	12.5660385949385	0	+	2.73975	1.821	1.03457	0.587375	
chr14	84556025	84557825	11.8831077239605	0	+	11.7609	6.05954	5.36683	2.79509	
chr14	84647230	84649030	12.7473771012246	0	+	5.85817	2.32335	1.40098	1.39755	
chr14	86597975	86599775	38.2991504351773	0	+	0.467762	0.376759	0.474178	0.688646	
chr14	86782270	86784070	11.6193481077955	0	+	3.14069	1.66402	0.797481	1.21526	
chr14	86795455	86797255	20.9706359443507	0	+	17.5077	21.1299	12.5873	7.02824	
chr14	87443455	87445255	12.7993275690328	0	+	6.14774	4.6467	4.05206	1.72162	
chr14	87539490	87541290	9.05981305027218	0	+	3.47481	3.04547	3.38391	3.03814	
chr14	89724300	89726100	17.2600596779467	0	+	19.7797	8.60267	3.31924	1.39755	
chr14	91876990	91878790	20.6065133797355	0	+	31.3624	12.8726	6.66004	3.3217	
chr14	92054780	92056580	17.5261475024403	0	+	29.0458	25.5568	5.4746	3.52425	
chr14	93225125	93226925	21.5667687880147	0	+	7.79604	7.81775	5.28062	2.8356	
chr14	93261320	93263120	16.6096929318711	0	+	16.0821	11.8993	5.34528	2.24823	
chr14	95195155	95196955	18.0699569553886	0	+	19.4233	10.1097	5.36683	2.30899	
chr14	95293530	95295330	11.8017093036733	0	+	6.74914	4.89787	1.207	0.810172	
chr14	96059460	96061260	12.9687782949984	0	+	8.39745	9.1992	2.80196	1.23551	
chr14	99437315	99439115	17.7007292284572	0	+	24.836	18.4612	13.1045	6.09654	
chr14	99506320	99508120	14.1953991336171	0	+	6.03636	4.6467	2.39244	1.98492	
chr14	99698615	99700415	7.28559377930201	0	+	2.45018	2.04078	4.09517	3.07865	
chr14	99700685	99702485	7.41138426913651	0	+	3.00704	2.51173	5.77635	3.01789	
chr14	99723745	99725545	22.5832239190831	0	+	29.6918	22.2602	12.5011	7.89918	
chr14	99736895	99738695	21.1265846071775	0	+	4.36578	2.7315	3.12526	2.87611	
chr14	99753025	99754825	14.8066294887099	0	+	18.4209	12.0249	5.71169	3.36221	
chr14	99908785	99910585	15.786708546622	0	+	30.6273	16.3262	8.08258	2.36975	
chr14	99935525	99937325	13.777455019222	0	+	4.41033	1.72681	2.02603	1.78238	
chr14	100184785	100186585	17.8846772389958	0	+	11.2263	8.10032	5.69013	1.80263	
chr14	100683640	100685440	13.0682213035915	0	+	29.2686	38.3666	21.1871	16.0009	
chr14	100749255	100751055	14.9361428174228	0	+	24.1232	16.1379	3.55633	2.71408	
chr14	102175870	102177670	11.7842845156519	0	+	11.0036	9.63876	3.77187	2.65331	
chr14	103469140	103470940	9.77295643955746	0	+	4.38806	4.05016	4.56935	3.36221	
chr14	103496930	103498730	6.44320933677163	0	+	3.653	3.26525	4.09517	4.13188	
chr14	103938450	103940250	11.9821237242123	0	+	6.83824	2.98268	2.06914	1.6406	
chr14	103939095	103940895	1.31509606124381	0	+	6.45958	2.63731	2.06914	1.4178	
chr14	104305070	104306870	12.7155553644804	0	+	11.605	6.31072	2.97439	1.60009	
chr14	105188160	105189960	14.9722207108847	0	+	9.04341	7.56658	6.66004	3.0584	
chr14	105406970	105408770	14.4290616257174	0	+	8.06333	6.53049	3.68565	2.49128	
chr14	105574775	105576575	5.56030343212005	0	+	2.04925	2.44893	2.78041	3.3217	
chr14	105592250	105594050	14.3078237426912	0	+	4.03167	1.19307	0.948356	0.891189	
chr14	105900560	105902360	12.6446820420012	0	+	10.959	6.4363	5.7979	3.52425	
chr14	106249865	106251665	11.6917393414802	0	+	12.6519	9.92133	4.82799	4.33442	
chr14	106258445	106260245	22.2754504694964	0	+	38.2006	31.6478	13.9236	7.19028	
chr14	106293505	106295305	12.9118249235495	0	+	5.27903	5.14904	8.14724	4.88129	
chr14	106318965	106320765	18.7503181430387	0	+	15.2802	13.1238	20.325	12.3146	
chr14	107120205	107122005	11.1207458906607	0	+	0.0668232	0.0627932	0.0431071	0.0607629	
chr14	107846280	107848080	16.6091772356338	0	+	9.51117	6.59329	2.71575	1.47856	
chr14	110074570	110076370	11.1199942266582	0	+	0.0890976	0.0941898	0.280196	0.222797	
chr14	111514965	111516765	14.4286315422272	0	+	13.231	10.8632	6.61694	3.24069	
chr14	111827475	111829275	15.7680692316941	0	+	19.1783	15.3843	7.82393	3.96984	
chr14	112767180	112768980	23.1801756354512	0	+	0	0	0	0	
chr14	112917255	112919055	13.6446922071476	0	+	0.445488	0.533742	0.344857	0.648137	
chr14	117267975	117269775	14.270482079402	0	+	13.8992	8.03753	4.82799	3.48374	
chr14	117296235	117298035	11.9866579754414	0	+	8.88749	2.48033	3.31924	1.92416	
chr14	118251330	118253130	13.9486069056124	0	+	21.2498	10.2981	10.3457	3.20018	
chr14	118767725	118769525	13.4706046122408	0	+	22.0962	19.2147	5.7979	4.55722	
chr14	118872425	118874225	11.120176135256	0	+	10.8699	7.50379	6.63849	5.04332	
chr14	119096830	119098630	15.585268889524	0	+	4.72217	4.96066	4.11673	3.30145	
chr14	119148840	119150640	12.2516219363988	0	+	15.0129	12.904	7.41442	6.25858	
chr14	119322690	119324490	4.1917787706023	0	+	4.58853	4.01877	5.71169	4.4762	
chr14	119323150	119324950	10.8760579528834	0	+	5.76907	5.05485	6.6816	5.4079	
chr14	119375760	119377560	17.0921471276145	0	+	16.5499	12.9354	4.52624	2.04568	
chr14	119404980	119406780	6.348749953748	0	+	3.43026	2.63731	2.71575	2.49128	
chr14	119406010	119407810	12.584972609625	0	+	2.45018	2.07218	2.58642	2.22797	
chr14	119406625	119408425	8.04205356173723	0	+	1.78195	1.56983	2.26312	2.00518	
chr14	119685305	119687105	14.4188407458804	0	+	0.490037	0.125586	0.754374	0.891189	
chr14	120431990	120433790	10.8896202460662	0	+	2.9625	1.60123	3.08216	1.6406	
chr14	120877495	120879295	5.71407561683537	0	+	3.43026	3.57921	4.67712	3.74704	
chr14	120907535	120909335	12.7774829102844	0	+	8.99886	6.37351	4.78488	3.0584	
chr14	121902980	121904780	10.9896508756098	0	+	6.50413	5.49441	4.05206	3.13942	
chr14	122074640	122076440	13.6684561066157	0	+	10.068	6.27932	4.5909	2.91662	
chr14	122130245	122132045	11.4540151115928	0	+	6.03636	4.89787	3.18992	1.98492	
chr14	122276055	122277855	5.87189361693485	0	+	3.29661	3.01407	3.68565	3.44323	
chr14	122276755	122278555	11.0997417026446	0	+	3.71983	3.7048	4.69867	4.4762	
chr14	122277305	122279105	8.83822371810303	0	+	3.34116	3.6734	4.72022	4.15213	
chr14	122344490	122346290	11.4043404546835	0	+	8.01879	5.5572	5.66858	2.00518	
chr14	122580535	122582335	8.17626403068781	0	+	5.88044	4.52111	4.5478	3.7673	
chr14	122654195	122655995	15.3470856036402	0	+	25.3705	19.1519	23.7089	8.93214	
chr14	122656785	122658585	11.4560438968504	0	+	14.4784	10.2981	5.53926	2.59255	
chr14	122661890	122663690	12.5930064236711	0	+	10.7585	7.3468	6.70315	1.92416	
chr14	122675685	122677485	11.9014898278344	0	+	12.2955	7.3468	3.03905	2.24823	
chr14	122679240	122681040	11.0250523238103	0	+	5.63542	3.83039	3.18992	2.73433	
chr14	122729600	122731400	13.2689908457904	0	+	15.1243	10.4865	4.05206	2.26848	
chr14	122739950	122741750	17.5230592062949	0	+	30.5382	23.6416	10.0008	4.88129	
chr14	122814425	122816225	26.0537064159512	0	+	42.2768	27.7232	13.6218	6.03578	
chr14	122832440	122834240	12.4963865012864	0	+	15.993	9.41898	5.12974	3.07865	
chr14	124431720	124433520	20.757981256774	0	+	22.3858	16.232	12.0484	5.06357	
chr15	3944365	3946165	11.3012610475246	0	+	3.27434	3.20245	3.47012	2.43052	
chr15	3945840	3947640	14.0602386001426	0	+	6.4373	3.61061	2.95283	3.07865	
chr15	3974685	3976485	7.14299184363216	0	+	4.27669	3.10826	3.10371	2.77484	
chr15	3977030	3978830	6.9915569413786	0	+	3.47481	4.14435	3.59944	3.01789	
chr15	4262650	4264450	12.8220264996362	0	+	5.32358	3.20245	1.96137	1.33678	
chr15	4298355	4300155	11.4847445082545	0	+	13.877	8.16312	2.95283	1.25577	
chr15	4973230	4975030	14.3024260518846	0	+	5.96954	6.59329	4.18139	2.67357	
chr15	5066080	5067880	11.2467628359506	0	+	3.45253	4.14435	4.39692	4.51671	
chr15	5066615	5068415	6.2633359455099	0	+	2.18289	2.54312	3.0606	3.46348	
chr15	5844655	5846455	18.9008341966398	0	+	31.1173	11.0516	4.8711	2.53179	
chr15	5941415	5943215	15.1960853436322	0	+	12.1841	8.94803	6.66004	3.74704	
chr15	5979610	5981410	14.9359214374074	0	+	6.86052	9.45038	5.40994	2.22797	
chr15	5993465	5995265	14.0951355551286	0	+	9.42207	7.25262	4.80644	2.73433	
chr15	6577995	6579795	13.7756092724464	0	+	10.8254	6.84446	4.61246	3.40272	
chr15	6696315	6698115	14.8356555846289	0	+	10.8699	6.40491	4.63401	2.87611	
chr15	7031090	7032890	14.0309127983068	0	+	29.2908	25.8394	7.82393	5.99527	
chr15	7065585	7067385	20.3295211455444	0	+	79.9651	35.4154	19.2904	8.48655	
chr15	7480320	7482120	13.4641863022602	0	+	14.0329	10.769	5.56081	4.2534	
chr15	8646650	8648450	13.1003586703876	0	+	13.3869	11.24	2.17691	1.82289	
chr15	8770555	8772355	14.7249664445033	0	+	1.55921	1.41285	1.59496	1.51907	
chr15	8781035	8782835	17.5891306572931	0	+	32.877	24.7091	25.8211	13.4083	
chr15	8963160	8964960	12.8714046621171	0	+	0	0	0	0	
chr15	8975780	8977580	12.4233913888871	0	+	0.0445488	0.0941898	0	0.0202543	
chr15	9000920	9002720	5.65659208566564	0	+	3.7421	4.52111	4.91421	5.26612	
chr15	9023205	9025005	11.3369169182047	0	+	7.99651	7.94334	4.44003	4.78001	
chr15	9068985	9070785	5.30141478184757	0	+	3.87575	3.57921	3.77187	3.48374	
chr15	9069365	9071165	11.471702397032	0	+	5.21221	4.08156	4.35381	3.7673	
chr15	9070000	9071800	9.83065377322398	0	+	4.96719	3.6734	4.28915	3.58501	
chr15	9142305	9144105	17.1839027769099	0	+	29.2463	17.8961	10.0871	3.38247	
chr15	9768940	9770740	14.9473092032364	0	+	5.34586	1.50704	1.61652	0.891189	
chr15	9827485	9829285	12.3735194572078	0	+	17.0176	8.88524	6.59538	2.51153	
chr15	10034735	10036535	15.9114644278236	0	+	10.7585	6.62468	6.25053	4.17239	
chr15	10398740	10400540	6.36501170298284	0	+	6.94961	7.09563	5.36683	4.13188	
chr15	10560925	10562725	3.64784780397345	0	+	5.12311	4.48971	1.65962	1.29627	
chr15	10563220	10565020	11.9576330345915	0	+	8.39745	4.74089	4.41847	3.24069	
chr15	10596635	10598435	14.9993262942284	0	+	14.8348	6.84446	4.44003	3.88882	
chr15	10616375	10618175	16.3648307370543	0	+	21.5839	15.8553	7.19888	3.26094	
chr15	10620075	10621875	10.2166469985723	0	+	10.8031	5.80837	6.03499	2.24823	
chr15	10653100	10654900	26.4680180143407	0	+	36.1291	31.6478	13.9667	9.07392	
chr15	10906450	10908250	13.5463144394439	0	+	7.32828	4.33273	2.58642	1.35704	
chr15	10911160	10912960	8.53446447879303	0	+	7.10553	5.5886	4.8711	4.55722	
chr15	11327845	11329645	9.02091812983777	0	+	1.89332	1.78961	3.14682	2.75458	
chr15	11390755	11392555	15.162590227204	0	+	15.503	10.9574	12.8675	6.72443	
chr15	11640050	11641850	11.0436184518955	0	+	2.0047	1.44424	1.27166	0.972206	
chr15	11832860	11834660	11.8749726020163	0	+	5.52405	5.14904	4.39692	2.93687	
chr15	11961305	11963105	15.4508810379202	0	+	11.6718	11.6481	2.02603	1.6406	
chr15	12135585	12137385	5.17988711435212	0	+	7.59557	4.39552	3.53478	1.70136	
chr15	12203705	12205505	14.1858910039568	0	+	12.5628	8.79105	2.7373	1.45831	
chr15	12353670	12355470	16.0844031199579	0	+	27.3084	12.9982	7.15577	3.66603	
chr15	12462380	12464180	11.3262253211627	0	+	10.068	9.10501	2.93128	1.57984	
chr15	12637245	12639045	11.0430578683173	0	+	11.5381	8.16312	2.414	2.81535	
chr15	12642510	12644310	11.3875182999503	0	+	17.6859	11.0516	3.59944	2.10645	
chr15	12668320	12670120	12.7531720343514	0	+	4.81127	4.08156	4.2676	4.94205	
chr15	12753045	12754845	9.77170683951658	0	+	3.14069	3.79899	3.68565	3.82806	
chr15	12754350	12756150	11.8954008647628	0	+	2.71748	3.83039	3.25458	4.33442	
chr15	12755195	12756995	2.44039166498806	0	+	0.890976	1.47564	1.33632	1.76212	
chr15	12891235	12893035	16.3736279436956	0	+	9.57799	8.63407	4.5909	3.22043	
chr15	13023810	13025610	11.5533054039303	0	+	20.9379	13.4063	8.42743	2.89636	
chr15	14626405	14628205	11.4209386866449	0	+	6.74914	8.60267	3.68565	2.91662	
chr15	14948550	14950350	11.5260012293847	0	+	8.62019	8.47708	2.69419	1.94441	
chr15	15547045	15548845	13.5370660448595	0	+	16.0821	5.08625	3.96585	1.33678	
chr15	16060115	16061915	23.1894094326484	0	+	22.4749	11.3342	6.09965	2.10645	
chr15	16375680	16377480	15.8501976467074	0	+	12.0059	10.0469	4.18139	2.49128	
chr15	16558600	16560400	14.2483418244762	0	+	22.7199	11.8365	2.60798	1.11399	
chr15	16844070	16845870	11.5071874366913	0	+	5.23448	6.4677	2.52176	1.96467	
chr15	19792890	19794690	14.5290738910675	0	+	10.0458	7.22122	1.78894	1.13424	
chr15	19914120	19915920	13.6392655300307	0	+	4.83355	1.47564	1.14234	0.627883	
chr15	21295305	21297105	16.7655277935805	0	+	20.5815	9.51317	5.40994	1.94441	
chr15	22015685	22017485	13.3814250842115	0	+	11.605	11.8051	6.89713	4.31417	
chr15	22628830	22630630	11.9196974726661	0	+	0.155921	0.125586	0.409517	0.465849	
chr15	22633635	22635435	12.0952768198194	0	+	0.133646	0.0313966	0.0431071	0.0202543	
chr15	22690205	22692005	15.9243530501894	0	+	12.9637	6.71887	3.70721	1.74187	
chr15	22865330	22867130	11.1793353966019	0	+	3.11842	0.973295	0.948356	0.384832	
chr15	24264885	24266685	11.1413557014182	0	+	6.12546	2.41754	0.905249	0.465849	
chr15	24975590	24977390	12.1291108318179	0	+	6.83824	5.33742	4.35381	1.51907	
