chr	st	en	ID	blank	dir	WT_ChIP_Set1A_1	WT_ChIP_Set1A_2	
chr14	100510240	100512040	7.64269803713957	0	+	0.681241	1.13468
chr14	100683275	100685075	10.4807677221359	0	+	2.72496	2.56218
chr14	100748655	100750455	8.80233798104779	0	+	1.36248	0.951667
chr14	102175325	102177125	9.40073362289234	0	+	1.90747	1.68372
chr14	103468930	103470730	5.72861085052462	0	+	5.51805	5.34398
chr14	103497205	103499005	9.6867541405453	0	+	9.80987	11.4566
chr14	105109840	105111640	10.4362601379545	0	+	0.136248	0.14641
chr14	105114255	105116055	7.986820844081	0	+	0.476868	0.475834
chr14	105188235	105190035	10.457990421136	0	+	1.08999	1.86673
chr14	105592515	105594315	7.90175030030239	0	+	1.7031	1.61051
chr14	105826135	105827935	9.44451824924822	0	+	1.7031	1.61051
chr14	105900775	105902575	10.7060149392286	0	+	2.24809	2.15955
chr14	106249770	106251570	11.8711999248723	0	+	1.56685	2.23276
chr14	106257150	106258950	11.2516294006771	0	+	1.7031	2.30596
chr14	106259405	106261205	9.99047576812278	0	+	2.17997	2.01314
chr14	106260715	106262515	10.1514731836659	0	+	2.52059	2.92821
chr14	106293985	106295785	11.6843896491357	0	+	2.92933	2.855
chr14	106318900	106320700	12.5557824333829	0	+	2.04372	1.75692
chr14	106321175	106322975	8.98246797043735	0	+	1.83935	2.01314
chr14	107362990	107364790	10.2544316053168	0	+	0.204372	0.329423
chr14	110074570	110076370	12.310267481178	0	+	0.136248	0.585641
chr14	111515130	111516930	8.96331774637447	0	+	1.22623	1.68372
chr14	112764820	112766620	7.790557249212	0	+	0	0.14641
chr14	112765870	112767670	7.71501497796239	0	+	0	0
chr14	112917250	112919050	15.4391175004598	0	+	0.749365	0.549039
chr14	115604880	115606680	7.97020285539161	0	+	0.953737	1.3909
chr14	117267910	117269710	8.29342859911282	0	+	2.31622	2.04975
chr14	117629130	117630930	8.26531320210377	0	+	1.77123	1.4641
chr14	118535840	118537640	5.7539862882874	0	+	4.15557	5.92962
chr14	118767910	118769710	11.0812359851905	0	+	1.22623	1.3543
chr14	118814730	118816530	8.82586836314971	0	+	1.49873	1.53731
chr14	118872725	118874525	9.86419495314579	0	+	3.9512	2.52558
chr14	119085420	119087220	7.61457269792286	0	+	2.99746	3.51385
chr14	119089735	119091535	9.66870378535089	0	+	2.45247	2.12295
chr14	119094400	119096200	13.2835640552388	0	+	2.45247	2.7818
chr14	119135965	119137765	8.90193045535998	0	+	0.953737	1.20789
chr14	119148865	119150665	10.3032198879198	0	+	1.90747	2.30596
chr14	119150325	119152125	11.1581763119283	0	+	1.77123	2.04975
chr14	119375885	119377685	11.9225409346426	0	+	1.90747	2.12295
chr14	119685295	119687095	15.7523868526909	0	+	0.408744	0.585641
chr14	120677285	120679085	8.59960016883402	0	+	2.04372	2.15955
chr14	120793080	120794880	7.68650154191514	0	+	1.22623	1.53731
chr14	120907400	120909200	9.43146339693184	0	+	2.65684	2.56218
chr14	121279655	121281455	9.57825509337399	0	+	2.38434	1.97654
chr14	121298965	121300765	7.68981943580301	0	+	1.43061	1.72032
chr14	121320270	121322070	8.81740027123524	0	+	2.11185	1.93994
chr14	121617615	121619415	8.18625670798357	0	+	1.77123	2.26936
chr14	121617855	121619655	8.18625670798357	0	+	1.56685	2.19616
chr14	121707775	121709575	11.6648267940233	0	+	2.79309	2.8184
chr14	122006775	122008575	8.35504038194949	0	+	0.953737	1.64712
chr14	122074595	122076395	11.3895153927718	0	+	2.65684	3.58705
chr14	122276245	122278045	5.16549555865864	0	+	9.74174	10.688
chr14	122276755	122278555	8.26359934658479	0	+	9.80987	11.237
chr14	122330470	122332270	9.57174140392082	0	+	2.45247	2.92821
chr14	122505960	122507760	10.1165518691094	0	+	13.8973	12.5913
chr14	122580290	122582090	6.53632835389278	0	+	2.92933	4.09949
chr14	122655325	122657125	12.7361705351035	0	+	1.9756	2.45237
chr14	122661595	122663395	9.83151742927076	0	+	1.9756	3.11122
chr14	122666110	122667910	9.78445850391359	0	+	2.11185	2.41577
chr14	122675840	122677640	11.4056771192364	0	+	2.65684	2.37917
chr14	122679295	122681095	7.93226275496886	0	+	3.88307	2.70859
chr14	122729350	122731150	11.4775503596401	0	+	2.45247	2.70859
chr14	122739910	122741710	12.1632491068931	0	+	2.52059	2.70859
chr14	122761765	122763565	7.79957233347216	0	+	1.83935	2.30596
chr14	122791135	122792935	10.7092090169999	0	+	2.17997	2.52558
chr14	122804955	122806755	9.1361083438449	0	+	3.26996	2.56218
chr14	122813290	122815090	10.4381334188347	0	+	3.13371	2.56218
chr14	122816365	122818165	16.5754102190816	0	+	2.11185	2.56218
chr14	122819455	122821255	9.76220296686125	0	+	2.31622	2.41577
chr14	122831710	122833510	14.0321600451893	0	+	2.11185	2.70859
chr14	122861420	122863220	6.46820946649529	0	+	2.38434	2.26936
chr14	122872125	122873925	5.58650700809932	0	+	2.52059	2.26936
chr14	122873070	122874870	6.01447269079536	0	+	5.58617	4.94135
chr14	122875550	122877350	4.80753307279404	0	+	1.43061	1.86673
chr14	124431650	124433450	8.25876110166684	0	+	1.22623	1.28109
chr15	3018600	3020400	8.24288110229865	0	+	0	0
chr15	3697405	3699205	7.62328456445773	0	+	0.885613	0.512436
chr15	3869945	3871745	7.71143813074242	0	+	0	0
chr15	3944635	3946435	6.87774994735218	0	+	6.94865	7.1009
chr15	3945450	3947250	8.46480201882865	0	+	6.60803	6.80808
chr15	4973200	4975000	10.1394256571232	0	+	0.613117	1.17128
chr15	5065990	5067790	10.9216137039947	0	+	13.2842	15.2633
chr15	5845025	5846825	18.5270820798908	0	+	1.29436	1.28109
chr15	6209330	6211130	8.08268902095525	0	+	1.36248	0.768654
chr15	6266020	6267820	13.4178278408561	0	+	0.34062	0.512436
chr15	6578030	6579830	7.62645985848357	0	+	1.15811	1.83013
chr15	6696870	6698670	9.71472809790179	0	+	1.9756	2.15955
chr15	6932735	6934535	9.70435823750018	0	+	1.15811	0.805257
chr15	7020510	7022310	7.82430778651719	0	+	1.49873	2.12295
chr15	7031240	7033040	10.5156529669947	0	+	1.9756	1.97654
chr15	7065105	7066905	16.7352800713801	0	+	2.45247	2.7818
chr15	7116950	7118750	12.2601702708406	0	+	2.31622	1.57391
chr15	7230680	7232480	7.8901469358842	0	+	1.63498	1.4275
chr15	7429675	7431475	9.62950598247709	0	+	2.31622	1.53731
chr15	7480090	7481890	9.74848433004733	0	+	1.29436	1.24449
chr15	8040220	8042020	8.75736488630509	0	+	1.29436	2.48898
chr15	8058760	8060560	5.86796273929033	0	+	6.26741	6.84468
chr15	8106380	8108180	8.29146029789638	0	+	2.31622	2.92821
chr15	8517985	8519785	11.47323396856	0	+	2.86121	2.26936
chr15	8647500	8649300	13.2021355567277	0	+	1.02186	1.28109
chr15	8657255	8659055	5.9187633202324	0	+	1.56685	1.3543
chr15	8781370	8783170	10.9888716569586	0	+	1.29436	1.61051
chr15	8964620	8966420	7.70494539237559	0	+	0	0
chr15	9017345	9019145	8.31005722981171	0	+	1.83935	1.83013
chr15	9023425	9025225	8.03392283160992	0	+	1.83935	1.64712
chr15	9064125	9065925	9.78751414257865	0	+	1.15811	1.75692
chr15	9142065	9143865	8.37291262661193	0	+	1.08999	0.658847
chr15	9392465	9394265	7.86523756270568	0	+	1.49873	1.83013
chr15	9827550	9829350	8.45973609330174	0	+	1.56685	2.12295
chr15	10034850	10036650	8.16317584269175	0	+	1.43061	0.695449
chr15	10597220	10599020	8.20012561773897	0	+	1.7031	3.29423
chr15	10608265	10610065	9.460735974119	0	+	1.90747	2.7818
chr15	10616635	10618435	15.8050127524574	0	+	2.92933	2.855
chr15	10640735	10642535	8.9697179765256	0	+	1.7031	1.90333
chr15	10645180	10646980	8.1857988587623	0	+	1.83935	1.68372
chr15	10652190	10653990	13.8993940738794	0	+	2.52059	3.00141
chr15	10654195	10655995	10.5099358305853	0	+	1.08999	1.75692
chr15	10910950	10912750	9.14984212266503	0	+	3.20183	4.94135
chr15	11286400	11288200	7.78385185131164	0	+	1.77123	1.61051
chr15	11390660	11392460	8.48064309772015	0	+	1.02186	1.09808
chr15	11497035	11498835	7.84213805960388	0	+	1.43061	1.61051
chr15	11559850	11561650	8.89523242065066	0	+	1.29436	1.93994
chr15	11924395	11926195	10.2688660701969	0	+	8.788	9.33366
chr15	11961750	11963550	10.4000972909448	0	+	1.43061	1.61051
chr15	11967950	11969750	9.24091496647684	0	+	2.11185	3.33084
chr15	12046945	12048745	8.46725419164407	0	+	5.79055	7.13751
chr15	12134455	12136255	7.05322438382958	0	+	6.40366	7.64994
chr15	12204430	12206230	8.8560335095739	0	+	2.17997	2.01314
chr15	12251150	12252950	8.16201745724497	0	+	8.85613	10.5049
chr15	12352870	12354670	9.39526716847979	0	+	1.43061	1.64712
chr15	12419885	12421685	9.58752568230673	0	+	1.77123	2.48898
chr15	12433175	12434975	10.1050577216414	0	+	1.9756	2.26936
chr15	12581500	12583300	8.69225841627433	0	+	1.49873	1.24449
chr15	12637260	12639060	9.00375721226408	0	+	1.15811	1.72032
chr15	12642245	12644045	7.77117125002318	0	+	1.77123	1.97654
chr15	12754050	12755850	8.51397565811504	0	+	7.56177	6.51526
chr15	12786845	12788645	8.49611501169191	0	+	0.953737	1.64712
chr15	12826600	12828400	9.03588183785513	0	+	1.83935	2.30596
chr15	12845510	12847310	8.29352262597496	0	+	2.24809	1.93994
chr15	12890695	12892495	10.965409659447	0	+	2.04372	2.37917
chr15	13023870	13025670	8.38284490379449	0	+	2.11185	1.86673
chr15	13024825	13026625	7.87167728528358	0	+	2.04372	2.01314
chr15	13322235	13324035	9.60544601671416	0	+	1.43061	1.3909
chr15	16059980	16061780	8.36055673134422	0	+	0.544993	0.878462
chr15	16375620	16377420	8.44940659626816	0	+	1.36248	1.3543
chr15	16839000	16840800	7.58111927591257	0	+	0.953737	0.622244
chr15	16844065	16845865	11.1186734813539	0	+	1.22623	1.4641
chr15	18243675	18245475	7.56036958274969	0	+	0.34062	0.366026
chr15	19913975	19915775	8.18647110600343	0	+	1.02186	1.4641
chr15	21585380	21587180	9.80980823646795	0	+	1.83935	1.28109
chr15	22015930	22017730	7.88722636784419	0	+	0.953737	1.24449
chr15	23226305	23228105	8.71653310135313	0	+	0.408744	0.366026
chr15	25261235	25263035	13.0550179555611	0	+	1.9756	2.74519
chr15	25294290	25296090	8.14342368611688	0	+	1.7031	1.3909
chr15	25562010	25563810	8.8679757617707	0	+	2.24809	2.8916
chr15	25607305	25609105	9.72281041945621	0	+	2.31622	1.90333
chr15	25618800	25620600	7.9785179590144	0	+	1.9756	2.08635
chr15	25621600	25623400	10.9361748969068	0	+	1.63498	2.34257
chr15	25651940	25653740	6.70733687083762	0	+	2.04372	2.12295
chr15	25653390	25655190	13.7195350202272	0	+	2.45247	2.70859
chr15	25656085	25657885	9.02128050509728	0	+	2.11185	1.57391
chr15	25657560	25659360	9.91113743383221	0	+	2.17997	1.79353
chr15	25669705	25671505	15.1927533755908	0	+	2.11185	2.12295
chr15	25671425	25673225	9.32399365179851	0	+	0.817489	0.98827
chr15	25680785	25682585	12.0406267839034	0	+	2.45247	3.44064
chr15	25683355	25685155	14.2455025402343	0	+	2.31622	3.07462
chr15	25684950	25686750	8.41902968115962	0	+	2.58871	2.30596
chr15	25693160	25694960	17.3240345692212	0	+	2.11185	1.97654
chr15	25701730	25703530	15.1214567473734	0	+	2.38434	2.45237
chr15	25708935	25710735	7.15236804464757	0	+	1.7031	1.83013
chr15	25709540	25711340	8.03739295978824	0	+	3.47433	3.25763
chr15	25710770	25712570	6.02689662946733	0	+	3.54245	3.51385
chr15	25832160	25833960	9.21783960421497	0	+	1.36248	2.04975
chr15	25839510	25841310	7.7593765088217	0	+	2.24809	1.86673
chr15	27350460	27352260	11.4643594616671	0	+	1.36248	2.52558
chr15	27510590	27512390	8.06180462928398	0	+	1.15811	1.3543
chr15	27524505	27526305	7.88646631085984	0	+	1.43061	1.68372
chr15	27730535	27732335	9.00542430933787	0	+	1.43061	1.24449
chr15	27925160	27926960	11.337853111215	0	+	1.36248	1.24449
chr15	27970340	27972140	8.28634778787809	0	+	1.36248	1.93994
chr15	27980215	27982015	9.79110724842337	0	+	1.36248	1.31769
chr15	27999985	28001785	11.3226930183665	0	+	2.24809	2.01314
chr15	30000850	30002650	10.7396114424043	0	+	1.02186	1.4275
chr15	30312120	30313920	8.76636592104141	0	+	1.15811	1.06148
chr15	30376555	30378355	10.0544317629674	0	+	0.408744	0.475834
chr15	30623335	30625135	8.147817221845	0	+	2.04372	2.59878
chr15	31055950	31057750	8.23021701935257	0	+	1.90747	1.53731
chr15	31211485	31213285	7.73863654050263	0	+	1.43061	1.61051
chr15	31471250	31473050	8.74071540348786	0	+	2.79309	2.26936
chr15	32762290	32764090	8.58653214564993	0	+	0.613117	0.219616
chr15	33937405	33939205	11.8919275725659	0	+	1.15811	1.17128
chr15	33975290	33977090	9.40947338052399	0	+	1.49873	1.4275
chr15	33977225	33979025	8.00231623754825	0	+	1.29436	1.72032
chr15	33983110	33984910	10.4920552149426	0	+	1.43061	1.93994
chr15	33997095	33998895	11.8804131426021	0	+	2.04372	2.04975
chr15	34296750	34298550	12.1880738830232	0	+	2.58871	2.04975
chr15	34371750	34373550	6.74458597834672	0	+	12.3305	11.5664
chr15	34496610	34498410	10.7398828729426	0	+	0.885613	1.24449
chr15	34753485	34755285	9.62797467663648	0	+	1.08999	1.61051
chr15	35094840	35096640	8.7732441180164	0	+	1.22623	1.50071
chr15	36055705	36057505	9.83163861087989	0	+	1.90747	2.70859
chr15	36171095	36172895	7.9886860002353	0	+	1.7031	1.4275
chr15	36384025	36385825	7.65132829021314	0	+	1.08999	1.3909
chr15	36399270	36401070	13.9296163081615	0	+	1.77123	2.67199
chr15	36598740	36600540	8.24654223137301	0	+	1.36248	2.74519
chr15	36656580	36658380	8.47374119177436	0	+	2.58871	3.33084
chr15	36680365	36682165	11.4592805148022	0	+	1.63498	1.20789
chr15	36708550	36710350	8.38509852247977	0	+	2.65684	2.12295
chr15	36721615	36723415	13.6703934214953	0	+	11.3086	13.1037
chr15	36722760	36724560	12.7577112445995	0	+	11.1723	13.3233
chr15	36723600	36725400	9.81899623623524	0	+	5.72242	6.95449
chr15	36738335	36740135	8.69260776349784	0	+	2.11185	1.64712
chr15	36860130	36861930	7.6813076117502	0	+	2.24809	2.34257
chr15	36862290	36864090	8.72820831878822	0	+	1.29436	1.86673
chr15	36867340	36869140	10.5682352198378	0	+	4.90493	4.61193
chr15	36902855	36904655	9.30753033873446	0	+	1.63498	1.86673
chr15	36920235	36922035	12.7859591480145	0	+	2.38434	2.04975
chr15	36999485	37001285	9.83435980223506	0	+	1.08999	2.52558
chr15	37010960	37012760	13.2998522418019	0	+	2.65684	1.53731
chr15	37167285	37169085	9.39786557816261	0	+	1.43061	1.31769
chr15	37171250	37173050	8.84411418902283	0	+	2.04372	1.86673
chr15	37218700	37220500	11.1793464072728	0	+	1.43061	1.75692
chr15	37330510	37332310	9.31054437413393	0	+	1.29436	1.13468
chr15	37906065	37907865	12.3455065240013	0	+	3.06558	3.18443
chr15	37989480	37991280	8.32799534624625	0	+	2.11185	2.52558
chr15	38080650	38082450	8.59204184578904	0	+	1.90747	1.4641
chr15	38211450	38213250	8.56141193612286	0	+	1.43061	1.4641
chr15	38225235	38227035	9.14879279500969	0	+	1.56685	2.15955
chr15	38228445	38230245	11.0140109017965	0	+	5.3818	8.05257
chr15	38242100	38243900	7.98864568863152	0	+	1.56685	1.79353
chr15	38313505	38315305	10.6160108135236	0	+	3.13371	2.8916
chr15	38320810	38322610	8.09444367427424	0	+	2.92933	3.18443
chr15	38335870	38337670	11.2615212826188	0	+	2.24809	2.45237
chr15	38374210	38376010	9.25903374441017	0	+	0.749365	1.06148
chr15	38381825	38383625	11.2186395675926	0	+	1.08999	2.04975
chr15	38386570	38388370	8.60495952532238	0	+	1.90747	1.93994
chr15	38399745	38401545	8.94520243652905	0	+	2.65684	3.77007
chr15	38573545	38575345	11.2151629616144	0	+	1.77123	2.08635
chr15	38635075	38636875	7.93474087725185	0	+	1.02186	1.53731
chr15	39477500	39479300	12.7369096594325	0	+	2.11185	1.83013
chr15	39559455	39561255	11.6256358348276	0	+	1.29436	2.19616
chr15	39562740	39564540	8.52523950651028	0	+	1.77123	1.72032
chr15	39598795	39600595	10.4272453811604	0	+	1.83935	1.79353
chr15	39610805	39612605	17.1328823194646	0	+	2.52059	2.70859
chr15	39614140	39615940	10.1278603420902	0	+	3.20183	2.92821
chr15	39621535	39623335	9.57237706373079	0	+	2.17997	2.23276
chr15	39849190	39850990	9.49367279999773	0	+	2.38434	3.33084
chr15	41182955	41184755	11.485305185681	0	+	1.56685	2.23276
chr15	41489330	41491130	8.36007118169279	0	+	1.22623	2.01314
chr15	41713475	41715275	10.6277065388977	0	+	1.83935	2.45237
chr15	43113035	43114835	9.66475609665949	0	+	6.67616	8.19898
chr15	44462775	44464575	8.01925488691903	0	+	1.36248	1.4275
chr15	47370700	47372500	10.4754874599656	0	+	0.0681241	0.0732052
chr15	50731255	50733055	12.1034705050984	0	+	2.17997	2.74519
chr15	51708610	51710410	8.08647681561997	0	+	4.97306	5.6734
chr15	51832885	51834685	7.65807675235593	0	+	2.45247	2.63539
chr15	52798230	52800030	11.7749579218627	0	+	2.45247	3.03802
chr15	52997045	52998845	8.77866961315144	0	+	2.11185	2.08635
chr15	53004450	53006250	7.56011327300832	0	+	1.36248	1.3909
chr15	53007945	53009745	12.5733286598507	0	+	2.04372	1.64712
chr15	53756325	53758125	7.82482475866223	0	+	1.36248	1.06148
chr15	54936170	54937970	8.28538312408287	0	+	2.38434	2.37917
chr15	54971160	54972960	10.259775687039	0	+	1.77123	2.19616
chr15	54976260	54978060	10.2687040919731	0	+	3.13371	2.01314
chr15	55110405	55112205	10.6529953280127	0	+	1.77123	2.7818
chr15	55118480	55120280	9.87106406102081	0	+	1.63498	2.48898
chr15	55485575	55487375	8.45604728518369	0	+	2.04372	2.26936
chr15	55490870	55492670	7.78634834195843	0	+	1.29436	2.41577
chr15	55518110	55519910	7.60344571358429	0	+	1.43061	1.09808
chr15	55706020	55707820	8.23669150690648	0	+	0	0
chr15	55707365	55709165	9.03673996225842	0	+	1.29436	0.951667
chr15	56251535	56253335	7.55306447234828	0	+	0.885613	0.805257
chr15	56574010	56575810	11.1928681626895	0	+	2.92933	2.59878
chr15	57340405	57342205	7.6553868552882	0	+	1.08999	0.98827
chr15	57587185	57588985	9.81011607680898	0	+	1.56685	1.4641
chr15	57623835	57625635	10.1322912338933	0	+	1.49873	1.64712
chr15	57655125	57656925	9.96904032459333	0	+	1.77123	2.04975
chr15	58131780	58133580	8.66040730578428	0	+	1.22623	1.79353
chr15	58137035	58138835	8.03878749984979	0	+	1.36248	1.09808
chr15	58548705	58550505	7.948255610203	0	+	1.36248	1.72032
chr15	58720280	58722080	6.14883697535721	0	+	7.90239	13.4698
chr15	58897560	58899360	12.1907324249077	0	+	1.90747	1.86673
chr15	58902075	58903875	8.50835453515796	0	+	2.17997	1.97654
chr15	58911500	58913300	7.4969951144459	0	+	3.33808	3.58705
chr15	58984865	58986665	7.78686721136582	0	+	1.36248	1.20789
chr15	59125500	59127300	9.43505050843793	0	+	2.11185	1.61051
chr15	59205155	59206955	5.89171092882209	0	+	3.26996	5.52699
chr15	59222590	59224390	14.6098758097946	0	+	2.99746	2.19616
chr15	59356610	59358410	8.16998898457379	0	+	2.04372	2.37917
chr15	59435115	59436915	7.8972451189073	0	+	2.04372	1.93994
chr15	59483185	59484985	10.3386817713117	0	+	1.77123	1.57391
chr15	59654205	59656005	12.0131119273508	0	+	1.83935	2.96481
chr15	60246430	60248230	7.8958634360357	0	+	0.136248	0.329423
chr15	60670830	60672630	11.1575373870514	0	+	1.22623	1.79353
chr15	61825885	61827685	9.70946824547251	0	+	0.885613	0.915065
chr15	61840345	61842145	10.6095436622369	0	+	1.9756	1.53731
chr15	61842590	61844390	11.4465919660794	0	+	1.77123	2.7818
chr15	61869710	61871510	9.11508429180596	0	+	3.06558	2.59878
chr15	61874920	61876720	10.0737879027774	0	+	1.63498	2.23276
chr15	61917980	61919780	12.2921896188977	0	+	1.02186	1.06148
chr15	61922080	61923880	17.761764935454	0	+	1.29436	2.19616
chr15	61929640	61931440	10.6878662186871	0	+	1.7031	1.68372
chr15	61937275	61939075	9.4332457739088	0	+	1.7031	2.08635
chr15	61978130	61979930	9.60705838424279	0	+	1.43061	1.50071
chr15	61992910	61994710	8.34772004796639	0	+	1.56685	2.01314
chr15	62261950	62263750	8.75594420473377	0	+	1.08999	1.06148
chr15	62352530	62354330	8.68058031693856	0	+	1.02186	0.366026
chr15	62789310	62791110	9.23498529723439	0	+	2.17997	2.63539
chr15	63457590	63459390	12.0933186405521	0	+	0.953737	0.585641
chr15	63828730	63830530	9.22592605257476	0	+	11.9898	12.3351
chr15	64873000	64874800	9.61741964955844	0	+	0.544993	0.512436
chr15	65089655	65091455	8.09368308635232	0	+	1.15811	1.13468
chr15	65580340	65582140	7.57801544169403	0	+	1.43061	1.31769
chr15	65757440	65759240	9.93429425555686	0	+	1.77123	1.17128
chr15	66272425	66274225	9.1273298677738	0	+	1.43061	1.64712
chr15	66799770	66801570	4.38703828314343	0	+	3.6787	4.57532
chr15	66869755	66871555	7.72568725452403	0	+	3.13371	4.06289
chr15	66901765	66903565	12.3329472796124	0	+	2.04372	2.855
chr15	68088970	68090770	8.51567016513568	0	+	15.2598	18.4477
chr15	72306295	72308095	8.49153156083856	0	+	1.90747	1.4641
chr15	72850950	72852750	9.8000046109908	0	+	1.08999	1.09808
chr15	73013445	73015245	12.2133407694421	0	+	6.94865	6.62507
chr15	73076390	73078190	9.00269829377325	0	+	3.13371	3.25763
chr15	73291125	73292925	9.25307544949565	0	+	1.36248	1.97654
chr15	73300245	73302045	8.93272681811839	0	+	1.56685	1.90333
chr15	73605680	73607480	11.381271797498	0	+	1.63498	1.4275
chr15	73668455	73670255	8.18843262328951	0	+	1.56685	2.34257
chr15	73828985	73830785	7.63403588720309	0	+	1.02186	0.768654
chr15	74041710	74043510	8.1235073058185	0	+	1.15811	1.28109
chr15	74043655	74045455	9.00233656633127	0	+	1.43061	1.31769
chr15	74055055	74056855	15.4385883007977	0	+	2.52059	2.08635
chr15	74090130	74091930	9.0989922744791	0	+	0.817489	1.06148
chr15	74217595	74219395	13.8953930396403	0	+	1.9756	1.64712
chr15	74361185	74362985	12.5072855681773	0	+	2.04372	1.31769
chr15	74369660	74371460	6.04784591728961	0	+	1.08999	0.695449
chr15	74417415	74419215	6.60092228750215	0	+	1.9756	1.72032
chr15	74417750	74419550	6.60092228750215	0	+	2.79309	2.12295
chr15	74482250	74484050	13.1521933809731	0	+	2.38434	3.07462
chr15	74489930	74491730	13.9034466451359	0	+	2.17997	2.48898
chr15	74496030	74497830	8.48047936573919	0	+	2.92933	2.70859
chr15	74520970	74522770	9.93746463588374	0	+	2.45247	3.07462
chr15	74786115	74787915	16.6346370182655	0	+	2.79309	2.92821
chr15	74915820	74917620	119.143016851154	0	+	42.7138	38.9452
chr15	75463500	75465300	7.91829386801572	0	+	1.7031	2.56218
chr15	75707575	75709375	9.07428908989707	0	+	2.38434	2.8184
chr15	75710220	75712020	10.5676990728032	0	+	2.86121	3.11122
chr15	75717170	75718970	4.02607865302873	0	+	2.58871	2.23276
chr15	75717480	75719280	4.02607865302873	0	+	2.58871	2.37917
chr15	75721260	75723060	4.92587074825643	0	+	2.31622	1.93994
chr15	75721440	75723240	4.92587074825643	0	+	2.24809	1.93994
chr15	75838780	75840580	6.41046987644504	0	+	4.29182	5.41718
chr15	75839625	75841425	8.42699034585669	0	+	4.01932	5.01456
chr15	75910025	75911825	7.87366609979871	0	+	15.2598	22.6204
chr15	75947505	75949305	10.5213752767328	0	+	2.24809	2.56218
chr15	75982090	75983890	9.65614392255909	0	+	3.33808	2.70859
chr15	76016090	76017890	7.66875663531173	0	+	1.83935	1.83013
chr15	76016725	76018525	7.66875663531173	0	+	1.83935	2.01314
chr15	76029585	76031385	5.62820834620771	0	+	2.65684	1.93994
chr15	76036515	76038315	6.71181781543616	0	+	2.24809	2.41577
chr15	76042975	76044775	7.91779079775464	0	+	1.90747	1.68372
chr15	76136485	76138285	9.5209889253689	0	+	3.47433	4.2093
chr15	76181305	76183105	7.61283113258274	0	+	11.7173	9.99251
chr15	76202200	76204000	6.95147394989555	0	+	1.9756	1.50071
chr15	76202540	76204340	6.95147394989555	0	+	1.83935	1.57391
chr15	76202875	76204675	8.53480029463662	0	+	1.77123	1.53731
chr15	76306550	76308350	3.37570042660892	0	+	13.8292	11.8592
chr15	76307540	76309340	6.34754763608065	0	+	13.4886	12.1155
chr15	76442235	76444035	8.95747510334231	0	+	1.83935	2.34257
chr15	76442600	76444400	10.8460310877733	0	+	1.49873	2.59878
chr15	76442930	76444730	6.44264897711887	0	+	1.63498	2.41577
chr15	76445890	76447690	11.8493958763161	0	+	3.26996	2.8184
chr15	76455120	76456920	8.49399700506615	0	+	6.06304	7.61334
chr15	76468760	76470560	6.08400019584136	0	+	5.10931	4.68513
chr15	76498710	76500510	9.76043782000262	0	+	3.61058	3.07462
chr15	76498995	76500795	14.2717574390086	0	+	3.6787	3.29423
chr15	76501445	76503245	7.0118341774023	0	+	3.13371	4.94135
chr15	76539760	76541560	4.95703603580729	0	+	6.13117	9.00424
chr15	76539880	76541680	4.95703603580729	0	+	6.13117	9.29706
chr15	76540425	76542225	4.10794982306924	0	+	6.13117	9.48007
chr15	76646630	76648430	9.14166556551375	0	+	3.13371	4.09949
chr15	76709350	76711150	7.28312425655514	0	+	4.42806	4.90475
chr15	76729690	76731490	9.10266149892936	0	+	10.7636	9.04084
chr15	76733730	76735530	10.5465498661131	0	+	8.65176	11.054
chr15	76734020	76735820	6.60092228750215	0	+	8.99238	11.4566
chr15	76734275	76736075	6.45326868117532	0	+	9.26487	11.3834
chr15	76817415	76819215	11.0446110885536	0	+	4.22369	4.57532
chr15	76865885	76867685	8.01904178792583	0	+	1.49873	2.56218
chr15	76931500	76933300	10.3254769378829	0	+	2.04372	2.48898
chr15	76932600	76934400	10.3254769378829	0	+	2.65684	2.34257
chr15	76939190	76940990	8.57484428247635	0	+	2.11185	2.45237
chr15	76980175	76981975	8.50058224225858	0	+	1.49873	2.08635
chr15	77031850	77033650	8.76353526530112	0	+	2.24809	3.03802
chr15	77044845	77046645	7.80928219656244	0	+	2.04372	2.01314
chr15	77178495	77180295	11.1587990104957	0	+	1.9756	2.59878
chr15	77184365	77186165	18.8044579442062	0	+	2.65684	2.67199
chr15	77193695	77195495	7.8872143644035	0	+	2.04372	1.93994
chr15	77626315	77628115	5.81234180998582	0	+	1.63498	1.09808
chr15	77628205	77630005	11.8223494540073	0	+	1.49873	2.23276
chr15	77630555	77632355	7.57313074611067	0	+	1.63498	1.13468
chr15	77645835	77647635	8.91737322762201	0	+	2.45247	1.93994
chr15	77651910	77653710	10.0299804320629	0	+	2.04372	2.96481
chr15	77657515	77659315	12.6098360646922	0	+	1.77123	2.23276
chr15	77687500	77689300	7.88465352245498	0	+	4.97306	4.2459
chr15	77693280	77695080	11.7531675552014	0	+	2.99746	2.96481
chr15	77696015	77697815	13.558731868777	0	+	2.11185	3.07462
chr15	77697780	77699580	8.34597318926782	0	+	1.77123	1.79353
chr15	77703605	77705405	10.8680049360972	0	+	2.04372	1.97654
chr15	77712240	77714040	11.7628887457787	0	+	1.9756	2.67199
chr15	77718835	77720635	10.2569389844417	0	+	2.65684	2.96481
chr15	77733970	77735770	7.99161884835275	0	+	1.43061	2.45237
chr15	77736750	77738550	23.963374431041	0	+	1.77123	2.74519
chr15	77741360	77743160	12.0683466251544	0	+	1.56685	2.7818
